Subject Number,Gender,Nice_Mean,Test Date,Age,Age Category,Ethnicity,Usable_Final_Sally,Exclusion_Criteria_Sally,Where will Sally look?,Where does Sally think her ball is?,Should Anne and Sally be friends?,Is Anne a nice girl or not a nice girl,Is Sally a nice girl or not a nice girl?,Order of think and look asked,1: look asked first; 2: think asked first 
1311,M,Mean,10/5/13,5.321167883,five,As,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1312,M,Nice,10/5/13,3.167693361,three,As,0,was not assigned to do the task,,,,,,,0
1313,F,Nice,10/5/13,4.008762322,four,Br,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1314,M,Nice,10/5/13,5.143248175,five,Wh,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1315,M,,10/5/13,3.460643395,three,As,0,was not assigned to do the task,,,,,,,0
1316,M,,10/5/13,3.866374589,three,As,0,was not assigned to do the task,,,,,,,0
1317,M,,10/5/13,3.866374589,three,As,0,was not assigned to do the task,,,,,,,0
1318,F,Nice,10/5/13,5.241788321,five,Wh,1,,Basket,Basket,,Nice,Nice,Think 1st asked,2
1319,M,,10/11/13,3.186858316,three,Wh,0,was not assigned to do the task,,,,,,,0
1320,M,Nice,10/11/13,4.167579409,four,Brown,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1321,F,Nice,10/11/13,4.236035049,four,Wh,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1322,F,Nice,10/11/13,4.707009858,four,Wh,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1323,F,Nice,10/11/13,5.22810219,five,Wh,0,training,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1324,F,Nice,10/11/13,5.622262774,five,Wh,0,training,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1325,M,Nice,10/12/13,5.575729927,five,Wh,1,,Basket,Basket,No,Nice,Mean,Think 1st asked,2
1326,M,Mean,10/18/13,5.430656934,five,Wh,1,,Closet,Basket,Yes,Mean,Nice,Think 1st asked,2
1327,M,Mean,10/18/13,5.044708029,five,Wh,1,,Basket,Basket,No,Nice,Mean,Think 1st asked,2
1328,M,,10/25/13,3.945783133,three,Wh,0,was not assigned to do the task,,,,,,,
1329,M,Mean,10/25/13,5.340328467,five,Ind,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1330,F,Nice,10/25/13,5.715328467,five,Chinese/Ital,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1331,F,,10/25/13,3.197809719,three,Bl/Wh,0,was not assigned to do the task,,,,,,,
1332,M,,10/25/13,3.34017796,three,Wh,0,was not assigned to do the task,,,,,,,
1333,F,Nice,10/27/13,4.383899233,four,Asian ,1,,Basket,Basket,No,Nice,Nice,Think 1st asked,2
1334,M,Nice,10/27/13,3.764544832,three,Wh,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1335,M,Nice,10/27/13,5.408759124,five,Iranian  white,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1336,M,Nice,10/27/13,5.384124088,five,Asian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1337,F,Nice,11/1/13,4.345564074,four,Chinese/Spanish ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1338,M,Nice,11/1/13,4.899635036,four,Caucasian,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1341,F,,11/3/13,3.066392882,three,Caucasian/Native/Hispanic ,0,was not assigned to do the task,,,,,,Think 1st asked,2
1342,M,Nice,11/3/13,5.066605839,five,Caucasian ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1343,M,Nice,11/3/13,4.36746988,four,Chinese,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1344,M,,11/8/13,2.967830253,younger,Caucasian,0,was too young,,,,,,,0
1345,F,Nice,11/8/13,3.789185489,three,Canadian Chinese ,1,,Basket,Closet,No,Mean,Nice,Think 1st asked,2
1346,F,,11/8/13,3.529089665,three,Caucasian,0,was not assigned to do the task,,,,,,,0
1347,M,Nice,11/8/13,2.750912409,younger,Canadian,0,was too young,Basket,Basket,No,Mean,Mean,Think 1st asked,2
1348,M,Mean,11/15/13,4.131982475,four,Canadian/Chinese,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1349,F,,11/15/13,3.526351814,three,"Did Not say, but appeared Caucasian ",0,was not assigned to do the task,,,,,,,0
1350,F,,11/15/13,3.017111567,three,Caucasian ,0,was not assigned to do the task,,,,,,,0
1351,M,,11/15/13,3.26899384,three,Canadian,0,was not assigned to do the task,,,,,,,0
1352,F,,11/15/13,3.014373717,three,Caucasian,0,was not assigned to do the task,,,,,,,0
1353,M,Mean,11/17/13,4.756297919,four,Caucasian ,1,,Closet,Basket,Yes,Mean,Nice,Think 1st asked,2
1354,M,Nice,11/17/13,4.512595838,four,Indian Asian,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1355,F,Mean,11/17/13,6.644114196,older,Indian Asian,0,was too old,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1356,F,Nice,11/17/13,4.89689781,four,Japanese White ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1357,F,,11/17/13,3.748117728,three,White,0,was not assigned to do the task,,,,,,,2
1358,F,,11/17/13,3.748117728,three,White,0,was not assigned to do the task,,,,,,,
1359,F,Mean,11/17/13,5.381386861,five,Asian,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1360,F,Nice,11/17/13,6.496284709,older,White,0,was too old,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1361,F,,11/17/13,3.526351814,three,White,0,was not assigned to do the task,,,,,,,0
1362,F,Mean,11/17/13,4.693318729,four,Norwegian French Irish,1,,Closet,Basket,No,Mean,Nice,Think 1st asked,2
1363,F,Mean,11/22/13,3.457905544,three,Caucasian,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1364,F,Nice,11/22/13,3.457905544,three,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1365,F,Nice,11/22/13,3.181382615,three,Asian/White,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1366,F,Nice,11/22/13,4.293537788,four,Mexican/European,1,,Closet,Closet,Yes,Mean,Mean,Think 1st asked,2
1367,F,Mean,11/22/13,5.548357664,five,Mixed/European,1,,Closet,Closet,No,Mean,Mean,Think 1st asked,2
1368,M,Mean,11/22/13,3.033538672,three,Asian/Caucasian ,1,,Closet,Closet,No,Mean,Nice,Think 1st asked,2
1369,M,Nice,11/22/13,4.323658269,four,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1370,M,Nice,11/29/13,3.613963039,three,Caucasian,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1371,M,Nice,11/29/13,3.170431211,three,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1372,M,Nice,11/29/13,4.186746988,four,Canadian,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1373,M,Nice,12/1/13,5.058394161,five,Canadian/Spanish,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1374,F,Nice,12/1/13,5.976143919,five,Asian,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1375,M,Nice,12/1/13,3.917864476,three,Caucasian,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1376,F,Nice,12/1/13,5.03649635,five,Middle Eastern,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1377,F,Nice,12/1/13,5.674270073,five,Caucasian,1,,Closet,Closet,Yes,Nice,Mean,Think 1st asked,2
1378,M,Nice,12/6/13,3.501711157,three, Canadian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1379,F,Nice,12/6/13,3.748117728,three,Canadian-Chinese,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1380,F,Mean,1/10/14,3.630887185,three,Caucasian,1,,Basket,Basket,Yes,Mean,Mean,Think 1st asked,2
1381,M,Mean,1/10/14,4.419899589,four,Persian,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1382,M,Mean,1/10/14,3.754107338,three,Caucasian,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1383,M,Nice,1/10/14,3.754107338,three,Caucasian,0,developmental disorder,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1384,M,Nice,1/17/14,5.083691826,five,Canadian,1,,Basket,Closet,No,Nice,Nice,Think 1st asked,2
1385,M,Mean,1/17/14,3.250273823,three,Canadian/Kiwi ,1,,Closet,Closet,No,Mean,Nice,Think 1st asked,2
1386,F,Nice,1/17/14,3.168127054,three,Caucasian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1387,F,Mean,1/17/14,4.63623916,four,Caucasian ,1,,Basket,Basket,No,Mean,Nice,Think 1st asked,2
1388,M,Nice,1/18/14,3.504928806,three,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1389,M,Nice,1/18/14,5.346499804,five,Filipino-Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1390,F,Nice,1/18/14,3.956736035,three,Caucasian,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1391,F,Nice,1/18/14,4.170698311,four,Chinese ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1392,M,Mean,1/18/14,4.49383843,four,Indo-Canadian/white ,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1393,F,Nice,1/18/14,3.543263965,three,European ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1394,F,Mean,1/18/14,4.625285258,four,Caucasian ,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1395,M,Mean,1/18/14,3.266703176,three,Caucasian ,0,did not pay attention,Closet,,,,,,2
1396,M,Mean,1/18/14,4.740301232,four,Asian,1,,Closet,Basket,Yes,Mean,Nice,Think 1st asked,2
1397,F,Nice,1/24/14,3.384446878,three,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1398,F,Nice,1/24/14,4.195344592,four,Caucasian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1399,M,Mean,1/24/14,5.338287055,five,Asian,0,did not complete task,Closet,Closet,No,Mean,Nice,Think 1st asked,2
1400,F,Mean,1/24/14,4.49383843,four,Anglo-Saxon,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1401,F,Nice,1/24/14,3.584337349,three,Japanese Caucasian ,0,did not complete task,Basket,Closet,Yes,Didn’t answer,Didn’t answer,Think 1st asked,2
1402,F,Nice,1/25/14,3.493975904,three,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1403,F,Mean,1/25/14,3.953997809,three,Caucasian ,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1404,F,Nice,1/25/14,4.203560018,four,White,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1405,F,Nice,1/25/14,5.464215878,five,Caucasian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1406,M,Nice,1/25/14,5.809151349,five,East Indian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1407,M,Mean,1/25/14,5.809151349,five,East Indian ,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1408,F,Mean,2/2/14,4.244637152,four,Caucasian ,1,,Closet,Basket,No,Mean,Nice,Think 1st asked,2
1409,F,Nice,12/1/14,5.879507074,five,Aboriginal/English/French,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1410,F,Nice,2/2/14,4.244637152,four,Japanese Canadian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1411,F,Mean,2/2/14,4.187129165,four,Caucasian ,1,,Basket,Basket,No,Mean,Nice,Think 1st asked,2
1412,F,Nice,2/2/14,3.510405257,three,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1413,M,Nice,2/2/14,5.497066875,five,Caucasian ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1414,M,Nice,2/2/14,5.770825186,five,Caucasian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1415,M,Mean,2/2/14,3.13253012,three,Caucasian ,0,saw the task,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1416,M,Mean,2/2/14,5.72154869,five,Filipino/Egyptiam ,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1417,F,Mean,2/2/14,3.940306681,three,Eastern European ,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1418,M,Mean,2/2/14,3.184556407,three,Persian/Armenian ,1,,Basket,Basket,No,Mean,Nice,Think 1st asked,2
1419,F,Nice,2/7/14,3.691128149,three,Caucasian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1420,M,Mean,2/7/14,3.272179628,three,Canadian ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1421,M,Mean,2/7/14,3.318729463,three,Caucasian,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1422,M,Mean,2/7/14,3.066392882,three,Caucasian ,1,,Closet,Closet,No,Nice,Nice,Think 1st asked,2
1423,M,Mean,1/1/14,4.471930625,four,Caucasian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1424,M,Mean,2/7/14,4.222729347,four,Caucasian ,1,,Basket,Closet,No,Mean,Mean,Think 1st asked,2
1425,F,Mean,2/7/14,3.729463308,three,Mix-Caucasian/FilipiNo ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1426,M,Mean,2/7/14,4.838886353,four,Caucasian,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1427,M,Nice,2/7/14,4.986764035,four,Canadian,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1428,F,Mean,2/7/14,5.795463434,five,South Asian,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1429,M,Mean,2/7/14,4.575992697,four,Caucasian,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1430,F,Nice,2/7/14,3.871851041,three,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1431,M,Mean,2/7/14,3.97864184,three,Canadian,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1432,M,Nice,2/7/14,3.417305586,three,Canadian,1,,Basket,Basket,No,Mean,Mean,Think 1st asked,2
1433,M,Nice,2/14/14,3.863636364,three,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1434,M,Mean,2/14/14,0.484931507,younger,Caucasian ,0,was too young,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1435,M,Nice,2/14/14,4.921040621,four,Aboriginal,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1436,F,Mean,2/14/14,3.806133625,three,English,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1437,F,Nice,2/15/14,5.434102464,five,Canadian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1438,F,Nice,2/15/14,3.792442497,three,Canadian,1,,Closet,Closet,Yes,Nice,Mean,Think 1st asked,2
1439,M,Mean,2/15/14,4.000547645,four,Caucasian ,1,,Closet,Closet,No,Mean,Mean,Think 1st asked,2
1440,M,Nice,2/15/14,4.737562757,four,Caucasian/Asian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1441,F,Mean,2/15/14,3.792442497,three,Chinese-Canadian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1442,F,Nice,2/15/14,3.606243154,three,Caucasian ,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1443,M,Mean,2/15/14,4.784116842,four,Canadian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1444,F,Nice,2/15/14,4.387037882,four,Canadian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1445,F,Mean,2/15/14,4.652670014,four,Chinese-Finnish ,1,,Closet,Basket,No,Mean,Nice,Think 1st asked,2
1446,M,Mean,2/28/14,4.784116842,four,Swiss Canadian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1447,M,Nice,2/28/14,3.09650924,three,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1448,M,Mean,2/28/14,5.003194888,five,Caucasian ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1449,M,Mean,2/28/14,3.359802848,three,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1450,F,Mean,2/28/14,3.123887748,three,Caucasian ,0,saw the task,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1451,M,Nice,2/28/14,4.403468736,four,Chinese ,0,did not complete task,Closet,Closet,Yes,No answer,No answer,Think 1st asked,2
1452,M,Nice,2/28/14,3.600766703,three,Caucasian ,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1453,F,Nice,3/1/14,5.872115761,five,Caucasian ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1454,F,Mean,3/1/14,4.439068918,four,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1455,M,Nice,3/1/14,3.995071194,three,Chinese Canadian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1456,M,Mean,3/1/14,3.244797371,three,Chinese Canadian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1457,M,Nice,3/1/14,4.926517572,four,Caucasian ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1458,M,Nice,3/1/14,4.756732086,four,Russian ,0,interference by others,Basket,Closet,No,Nice,Mean,Think 1st asked,2
1459,M,Mean,3/1/14,5.869378178,five,European ,1,,Basket,Basket,No,Mean,Nice,Think 1st asked,2
1460,F,Mean,3/1/14,5.269847478,five,Canadian ,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1461,F,Nice,3/1/14,4.247375628,four,Caucasian ,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1462,M,Nice,3/7/14,4.863532634,four,Canadian ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1463,F,Mean,3/7/14,4.088170865,four,Canadian,1,,Closet,Closet,No,Mean,Nice,Think 1st asked,2
1464,M,Mean,3/7/14,4.285714286,four,Canadian ,1,,Basket,Basket,No,Mean,Nice,Think 1st asked,2
1465,M,Nice,3/7/14,5.129164765,five,Caucasian ,1,,Closet,Basket,Yes,Nice,Mean,Look 1st asked,1
1466,F,Nice,3/7/14,4.17305586,four,Caucasian ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1467,F,Nice,3/8/14,5.746186938,five,Caucasian ,1,,Closet,Basket,Yes,Nice,Mean,Look 1st asked,1
1468,F,Mean,3/8/14,5.497066875,five,Canadian,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1469,M,Mean,3/8/14,5.529917873,five,Caucasian ,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1470,F,Nice,3/8/14,5.371138052,five,Canadian ,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1471,F,Mean,3/8/14,4.737562757,four,Caucasian ,1,,Basket,Basket,No,Mean,Nice,Think 1st asked,2
1472,F,Mean,3/8/14,5.653109112,five,Caucasian ,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1473,M,Nice,3/8/14,4.644454587,four,Canadian,1,,Closet,Closet,Yes,Nice,Mean,Think 1st asked,2
1474,M,Mean,3/14/14,4.280237335,four,Caucasian ,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1475,M,Nice,3/14/14,4.696485623,four,Caucasian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1476,F,Nice,3/14/14,4.189485214,four,European,1,,Basket,Basket,No,Nice,Nice,Think 1st asked,2
1477,F,Mean,3/14/14,5.197626654,five,Caucasian,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1478,F,Nice,3/14/14,5.137380192,five,Caucasian,1,,Basket,Closet,No,Nice,Nice,Think 1st asked,2
1479,M,Nice,3/15/14,3.30230011,three,Canadian,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1480,F,Mean,3/15/14,4.819717024,four,Chinese,1,,Closet,Closet,No,Mean,Nice,Think 1st asked,2
1481,F,Mean,3/15/14,5.319123973,five,Canadian ,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1482,M,Mean,3/15/14,3.929353779,three,UK,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1483,M,Nice,3/15/14,5.896754009,five,1/2 panama 1/2 Canaa,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1484,M,Mean,3/15/14,5.499804458,five,First Nations ,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1485,M,Mean,3/15/14,4.02245345,four,Caucasian/Chinese,1,,Closet,Closet,Yes,Mean,Nice,Think 1st asked,2
1486,M,Nice,3/15/14,4.789593793,four,Canadian ,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1487,F,Nice,3/19/14,4.674577818,four,Canadian ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1488,F,Nice,3/19/14,3.756845564,three,White,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1489,M,Mean,3/19/14,4.655408489,four,Caucasian ,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1490,F,Mean,3/19/14,4.655408489,four,Canadian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1491,M,Nice,3/19/14,5.40398905,five,Hindu,1,,Basket,Closet,Yes,Mean,Nice,Look 1st asked,1
1492,F,Mean,3/19/14,5.688697693,five,White,0,experimenter error,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1493,M,Mean,3/19/14,5.189411228,five,Spanish/Dutch,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1494,F,Nice,3/21/14,4.115553122,four,Caucasian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1495,F,Mean,3/21/14,4.131982475,four,Caucasian,1,,Closet,Basket,No,Mean,Nice,Think 1st asked,2
1496,M,Nice,3/21/14,5.954243254,five,Caucasian,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1497,F,Nice,3/21/14,4.608854404,four,Caucasian,1,,Closet,Closet,Yes,Nice,No answer,Think 1st asked,2
1498,M,Mean,3/21/14,5.011410315,five,Mixed,1,,Basket,Closet,No,Mean,Nice,Think 1st asked,2
1499,F,Mean,3/21/14,4.712916476,four,Caucasian,1,,Closet,Closet,Yes,Nice,Mean,Think 1st asked,2
1500,M,Nice,3/28/14,5.581931952,five,Caucasian ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1501,M,Mean,3/28/14,3.704819277,three,Caucasian ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1502,M,Nice,3/28/14,4.833409402,four,Caucasian ,1,,Basket,Basket,Yes,Nice,Nice,Think 1st asked,2
1503,M,Mean,3/28/14,5.861165428,five,Caucasian,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1504,M,Mean,3/28/14,3.93483023,three,Caucasian,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1505,M,Nice,3/28/14,5.850215096,five,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1506,M,Nice,3/29/14,3.395399781,three,Barbados/Scottish ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1507,F,Mean,3/29/14,3.554216867,three,South Asian,1,,Closet,Closet,Yes,Nice,Mean,Think 1st asked,2
1508,F,Nice,3/29/14,4.63623916,four,Caucasian-German,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1509,M,Mean,3/29/14,3.195071869,three,Caucasian-German ,1,,Basket,Closet,Yes,Nice,Nice,Think 1st asked,2
1510,F,Mean,3/29/14,4.194961665,four,Polish ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1511,F,Nice,3/29/14,4.759470561,four,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1512,F,Nice,3/29/14,4.200438116,four,Caucasian,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1513,M,Mean,4/4/14,4.652670014,four,Caucasian,1,,Closet,Basket,Yes,Mean,Nice,Think 1st asked,2
1514,M,Nice,4/4/14,4.014238773,four,Italian,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1515,M,Mean,4/4/14,4.014238773,four,Italian ,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1516,M,Nice,4/4/14,3.463855422,three,Caucasian,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1517,F,Mean,4/4/14,5.3957763,five,Caucasian ,1,,Basket,Basket,No,Mean,Nice,Think 1st asked,2
1518,F,Nice,4/4/14,3.838992333,three,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1519,F,Nice,4/5/14,4.37608398,four,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1520,F,Nice,4/5/14,5.494329292,five,Caucasian ,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1521,M,Nice,4/5/14,4.238773275,four,Caucasian ,1,,Closet,Closet,No,Nice,Nice,Think 1st asked,2
1522,M,Mean,4/5/14,4.069003286,four,Caucasian ,1,,Closet,Closet,Yes,Mean,Mean,Think 1st asked,2
1523,M,Mean,4/5/14,3.241615332,three,Caucasian,1,,Closet,Basket,No,No answer,No answer,Think 1st asked,2
1524,M,Mean,4/5/14,3.71577218,three,1/2 Korean 1/2 Caucasian ,1,,Basket,Closet,Yes,Mean,Mean,Think 1st asked,2
1525,F,Mean,4/5/14,4.411684162,four,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1526,F,Nice,4/5/14,4.406207211,four,1/4 Chinese 3/4 Caucasian ,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1527,M,Mean,8/22/14,5.205842081,five,Caucasian,1,,Closet,Basket,No,Mean,Nice,Think 1st asked,2
1528,M,Mean,8/22/14,4.121029573,four,Caucasian,0,"No comments, so exclude to be safe",Basket,Basket,Yes,No answer,No answer,Think 1st asked,2
1529,F,Mean,8/22/14,4.677316294,four,Caucasian,1,,Basket,Closet,Yes,Mean,Mean,Think 1st asked,2
1530,M,Mean,8/22/14,5.320858056,five,1/2 East Asian 1/2 Caucasian,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1531,F,Mean,8/22/14,3.929353779,three,1/2 East Asian 1/2 Caucasian,1,,Basket,Closet,Yes,Mean,Mean,Think 1st asked,2
1532,M,Mean,8/22/14,4.241511501,four,Korean,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1533,M,Mean,8/22/14,5.869378178,five,Caucasian,1,,Closet,Closet,No,Mean,Nice,Think 1st asked,2
1534,F,Nice,8/22/14,4.701962574,four,Caucasian,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1535,F,Nice,8/22/14,4.345564074,four,Indian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1536,M,Nice,8/22/14,5.531720675,five,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1537,M,Mean,8/23/14,5.548151529,five,Mixed ,1,,Basket,Closet,Yes,Mean,Nice,Look 1st asked,1
